,disaster,disaster_type,date,lgt,lat,severity,highest_severity,moment,file
2810,palu-tsunami,tsunami,2018-10-01 02:26:02,119.8453743206476,-0.8973109603621963,1,no-damage,post,palu-tsunami_00000074_post_disaster.json
2811,socal-fire,fire,2018-10-23 18:50:43,-118.7382936343324,34.16412117830036,1,Unknown,pre,socal-fire_00001052_pre_disaster.json
2812,socal-fire,fire,2018-10-23 18:51:02,-118.8180743204988,34.10675987246695,1,Unknown,pre,socal-fire_00000824_pre_disaster.json
2813,hurricane-florence,flooding,2018-04-06 15:49:36,-77.94802711346551,34.62495316343595,1,Unknown,pre,hurricane-florence_00000043_pre_disaster.json
2814,midwest-flooding,flooding,2019-05-30 17:35:04,-96.2993433427535,36.09451112075959,2,minor-damage,post,midwest-flooding_00000381_post_disaster.json
2815,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000185_post_disaster.json
2816,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00001307_pre_disaster.json
2817,socal-fire,fire,2018-11-14 18:42:58,-118.8504434810934,34.03396810321077,1,no-damage,post,socal-fire_00000496_post_disaster.json
2818,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.60157892341103,29.75686250948845,1,Unknown,pre,hurricane-harvey_00000463_pre_disaster.json
2819,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001136_post_disaster.json
2820,hurricane-florence,flooding,2018-09-20 16:04:41,-77.89918779107161,34.61622341097063,1,no-damage,post,hurricane-florence_00000061_post_disaster.json
2821,hurricane-florence,flooding,2018-09-20 16:04:41,,,1,Unknown,post,hurricane-florence_00000542_post_disaster.json
2822,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.56226273386204,29.79195069037524,1,no-damage,post,hurricane-harvey_00000380_post_disaster.json
2823,hurricane-matthew,wind,2016-10-09 15:32:03,,,1,Unknown,post,hurricane-matthew_00000004_post_disaster.json
2824,socal-fire,fire,2018-11-14 18:42:58,-118.7523170843136,34.14406576576501,1,no-damage,post,socal-fire_00000618_post_disaster.json
2825,socal-fire,fire,2018-10-23 18:51:02,-118.849604541992,34.04329044232639,1,Unknown,pre,socal-fire_00000501_pre_disaster.json
2826,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.59705833442094,29.77326738947553,1,no-damage,post,hurricane-harvey_00000412_post_disaster.json
2827,hurricane-florence,flooding,2018-09-20 16:04:41,-77.87257677022193,34.79391499537951,37,major-damage,post,hurricane-florence_00000470_post_disaster.json
2828,hurricane-florence,flooding,2018-09-20 16:04:41,-77.94213692804063,34.85990788063068,7,major-damage,post,hurricane-florence_00000522_post_disaster.json
2829,guatemala-volcano,volcano,2018-02-05 17:10:18,-90.83233705888077,14.43009193550256,1,Unknown,pre,guatemala-volcano_00000019_pre_disaster.json
2830,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00001039_pre_disaster.json
2831,socal-fire,fire,2018-11-14 18:42:58,-118.8465525997809,34.08848600326879,1,un-classified,post,socal-fire_00000354_post_disaster.json
2832,hurricane-florence,flooding,2018-09-20 16:04:41,-77.8484011373602,34.62276308164188,5,major-damage,post,hurricane-florence_00000136_post_disaster.json
2833,hurricane-florence,flooding,2018-04-06 15:49:36,-77.84126621193106,34.56574859681009,1,Unknown,pre,hurricane-florence_00000216_pre_disaster.json
2834,hurricane-michael,wind,2018-10-13 16:48:15,-85.66401765844692,30.20054673857282,86,major-damage,post,hurricane-michael_00000246_post_disaster.json
2835,hurricane-florence,flooding,2018-04-06 15:49:36,-77.956664807138,34.68351940868754,1,Unknown,pre,hurricane-florence_00000226_pre_disaster.json
2836,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.63260398030513,29.85865282660359,1,Unknown,pre,hurricane-harvey_00000145_pre_disaster.json
2837,hurricane-michael,wind,2017-10-05 16:51:27,-85.74960676478963,30.14647980808682,1,Unknown,pre,hurricane-michael_00000514_pre_disaster.json
2838,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00001117_pre_disaster.json
2839,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000213_post_disaster.json
2840,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000665_post_disaster.json
2841,socal-fire,fire,2018-10-23 18:51:21,,,1,Unknown,pre,socal-fire_00000537_pre_disaster.json
2842,hurricane-matthew,wind,2013-06-09 15:51:17,-74.1496668647069,18.56507124096794,1,Unknown,pre,hurricane-matthew_00000249_pre_disaster.json
2843,hurricane-matthew,wind,2013-06-09 15:51:17,-74.09757135847937,18.54733351878364,1,Unknown,pre,hurricane-matthew_00000366_pre_disaster.json
2844,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.6435937315238,29.88598528917981,1,no-damage,post,hurricane-harvey_00000195_post_disaster.json
2845,hurricane-michael,wind,2018-10-13 16:48:15,-85.7260868991852,30.15125386826308,10,major-damage,post,hurricane-michael_00000489_post_disaster.json
2846,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7143889010953,38.51981867279321,104,destroyed,post,santa-rosa-wildfire_00000047_post_disaster.json
2847,hurricane-matthew,wind,2016-10-01 15:29:45,-73.76949857120124,18.19382706909505,22,destroyed,post,hurricane-matthew_00000134_post_disaster.json
2848,midwest-flooding,flooding,2019-01-26 17:16:23,-96.30767279038895,36.11743838499419,1,Unknown,pre,midwest-flooding_00000378_pre_disaster.json
2849,socal-fire,fire,2018-11-14 18:42:58,-118.7560569811328,34.18207403863,1,no-damage,post,socal-fire_00000935_post_disaster.json
2850,hurricane-florence,flooding,2018-04-06 15:49:36,-77.89371845854383,34.61814057917792,1,Unknown,pre,hurricane-florence_00000026_pre_disaster.json
2851,hurricane-florence,flooding,2018-09-20 16:04:41,-78.0002118310137,34.73022544757624,1,no-damage,post,hurricane-florence_00000418_post_disaster.json
2852,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.61191033369391,29.8509688988112,1,Unknown,pre,hurricane-harvey_00000471_pre_disaster.json
2853,socal-fire,fire,2018-11-14 18:42:58,-118.7932346348056,34.01732323459143,1,no-damage,post,socal-fire_00000965_post_disaster.json
2854,hurricane-florence,flooding,2018-09-20 16:04:41,-77.96086880625468,34.64093929172267,1,no-damage,post,hurricane-florence_00000355_post_disaster.json
2855,mexico-earthquake,earthquake,2017-01-04 17:31:25,-99.19857060310402,19.33595171445435,1,Unknown,pre,mexico-earthquake_00000030_pre_disaster.json
2856,hurricane-michael,wind,2018-10-13 16:48:15,-85.7725838115415,30.17315060225841,28,major-damage,post,hurricane-michael_00000521_post_disaster.json
2857,palu-tsunami,tsunami,2016-10-25 02:26:09,119.8220418131177,-0.8561179406169838,1,Unknown,pre,palu-tsunami_00000153_pre_disaster.json
2858,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000004_post_disaster.json
2859,hurricane-matthew,wind,2016-10-01 15:29:45,-73.74272712121488,18.21834604483039,59,major-damage,post,hurricane-matthew_00000094_post_disaster.json
2860,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000105_pre_disaster.json
2861,hurricane-matthew,wind,2013-06-09 15:51:17,-74.11979265678674,18.59141242724347,1,Unknown,pre,hurricane-matthew_00000204_pre_disaster.json
2862,socal-fire,fire,2018-10-23 18:50:43,,,1,Unknown,pre,socal-fire_00000952_pre_disaster.json
2863,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.55656572145607,29.74876446023935,1,no-damage,post,hurricane-harvey_00000431_post_disaster.json
2864,socal-fire,fire,2018-10-23 18:51:02,-118.9141536276285,34.12584461239432,1,Unknown,pre,socal-fire_00000271_pre_disaster.json
2865,socal-fire,fire,2018-10-23 18:51:02,-118.7978168542684,34.02119776863027,1,Unknown,pre,socal-fire_00001260_pre_disaster.json
2866,palu-tsunami,tsunami,2018-10-01 02:26:02,119.8806213267306,-0.8186159982170561,127,destroyed,post,palu-tsunami_00000053_post_disaster.json
2867,socal-fire,fire,2018-10-23 18:51:02,-118.8254114028155,34.03171465090929,1,Unknown,pre,socal-fire_00001001_pre_disaster.json
2868,hurricane-michael,wind,2017-11-29 16:28:19,-85.62225702312432,30.16741671608002,1,Unknown,pre,hurricane-michael_00000266_pre_disaster.json
2869,hurricane-matthew,wind,2016-10-10 16:04:56,-74.15747914126797,18.60080036480946,40,destroyed,post,hurricane-matthew_00000155_post_disaster.json
2870,socal-fire,fire,2018-10-23 18:51:02,-118.7881348275982,34.04381222116803,1,Unknown,pre,socal-fire_00000891_pre_disaster.json
2871,hurricane-michael,wind,2017-11-29 16:28:19,-85.65302186397498,30.2130731133323,1,Unknown,pre,hurricane-michael_00000167_pre_disaster.json
2872,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001025_post_disaster.json
2873,midwest-flooding,flooding,2019-01-26 17:16:23,-96.27361301461947,36.27317749002709,1,Unknown,pre,midwest-flooding_00000199_pre_disaster.json
2874,guatemala-volcano,volcano,2018-06-22 16:55:40,-90.8567003306062,14.38014272379849,1,no-damage,post,guatemala-volcano_00000023_post_disaster.json
2875,santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7514116950868,38.51348469149539,1,Unknown,pre,santa-rosa-wildfire_00000214_pre_disaster.json
2876,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7128545412156,38.54327194597433,26,destroyed,post,santa-rosa-wildfire_00000152_post_disaster.json
2877,hurricane-michael,wind,2017-10-05 16:51:27,-85.76021746259003,30.19584600690197,1,Unknown,pre,hurricane-michael_00000496_pre_disaster.json
2878,hurricane-matthew,wind,2013-06-09 15:50:52,-73.55048137523264,18.26310773920399,1,Unknown,pre,hurricane-matthew_00000302_pre_disaster.json
2879,palu-tsunami,tsunami,2018-02-20 02:24:45,119.9013189414572,-0.938835177259446,1,Unknown,pre,palu-tsunami_00000178_pre_disaster.json
2880,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000397_pre_disaster.json
2881,santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7545967449592,38.43422363513648,1,Unknown,pre,santa-rosa-wildfire_00000166_pre_disaster.json
2882,hurricane-florence,flooding,2018-04-06 15:49:36,-77.97778310660735,34.72577518517074,1,Unknown,pre,hurricane-florence_00000368_pre_disaster.json
2883,palu-tsunami,tsunami,2018-10-01 02:26:02,119.8541389346226,-0.733993797641309,11,major-damage,post,palu-tsunami_00000003_post_disaster.json
2884,socal-fire,fire,2018-11-14 18:42:58,-118.7232762721916,34.04683650836719,1,no-damage,post,socal-fire_00001317_post_disaster.json
2885,mexico-earthquake,earthquake,2017-06-15 17:16:42,-99.18066532139734,19.38356276912364,1,Unknown,pre,mexico-earthquake_00000118_pre_disaster.json
2886,socal-fire,fire,2018-10-23 18:50:43,-118.7232757633447,34.04683232307347,1,Unknown,pre,socal-fire_00001385_pre_disaster.json
2887,socal-fire,fire,2018-10-23 18:51:02,-118.8633226769449,34.06561682778837,1,Unknown,pre,socal-fire_00000405_pre_disaster.json
2888,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000955_post_disaster.json
2889,midwest-flooding,flooding,2019-01-26 17:16:23,-96.308786190596,36.24668301120241,1,Unknown,pre,midwest-flooding_00000166_pre_disaster.json
2890,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.67494288880773,29.58316925243865,1,no-damage,post,hurricane-harvey_00000073_post_disaster.json
2891,hurricane-harvey,flooding,2017-02-16 17:11:58,,,1,Unknown,pre,hurricane-harvey_00000049_pre_disaster.json
2892,hurricane-michael,wind,2018-10-13 16:48:15,-85.66723134298427,30.17179098140863,46,destroyed,post,hurricane-michael_00000272_post_disaster.json
2893,socal-fire,fire,2018-11-14 18:42:58,-118.738185976786,34.1641226786842,1,no-damage,post,socal-fire_00001264_post_disaster.json
2894,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.67349921126117,29.83186959190604,1,Unknown,pre,hurricane-harvey_00000147_pre_disaster.json
2895,hurricane-florence,flooding,2018-04-06 15:49:36,-77.96510055696132,34.74506798512823,1,Unknown,pre,hurricane-florence_00000392_pre_disaster.json
2896,hurricane-matthew,wind,2013-06-09 15:51:17,-74.1429922670956,18.59218721514454,1,Unknown,pre,hurricane-matthew_00000182_pre_disaster.json
2897,socal-fire,fire,2018-10-23 18:51:02,-118.7724067227043,34.04900345184715,1,Unknown,pre,socal-fire_00001085_pre_disaster.json
2898,socal-fire,fire,2018-10-23 18:51:02,-118.8096491090325,34.1000495344165,1,Unknown,pre,socal-fire_00000686_pre_disaster.json
2899,hurricane-matthew,wind,2016-10-10 16:04:56,-74.12188512120035,18.63238843201474,545,destroyed,post,hurricane-matthew_00000126_post_disaster.json
2900,socal-fire,fire,2018-11-14 18:42:58,-118.8828615889421,34.03838679831504,1,no-damage,post,socal-fire_00000596_post_disaster.json
2901,santa-rosa-wildfire,fire,2017-05-21 19:19:19,-122.6740909445826,38.5191567089364,1,Unknown,pre,santa-rosa-wildfire_00000324_pre_disaster.json
2902,hurricane-florence,flooding,2018-09-20 16:04:41,-77.92501859365828,34.57982031810379,1,no-damage,post,hurricane-florence_00000030_post_disaster.json
2903,socal-fire,fire,2018-11-14 18:42:58,-118.7312584549848,34.15972877143385,1,no-damage,post,socal-fire_00001059_post_disaster.json
2904,socal-fire,fire,2018-10-23 18:51:02,-118.8351655251099,34.03456457386824,1,Unknown,pre,socal-fire_00000525_pre_disaster.json
2905,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6790356310248,38.51454418597394,36,destroyed,post,santa-rosa-wildfire_00000277_post_disaster.json
2906,mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.19587826785717,19.33149442442418,2,minor-damage,post,mexico-earthquake_00000086_post_disaster.json
2907,midwest-flooding,flooding,2019-05-30 17:35:22,-96.23000364159279,36.17546136648588,1,no-damage,post,midwest-flooding_00000356_post_disaster.json
2908,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.54892132464043,29.49338844771509,3,major-damage,post,hurricane-harvey_00000299_post_disaster.json
2909,mexico-earthquake,earthquake,2017-01-04 17:31:25,-99.14165975875842,19.32399269724929,1,Unknown,pre,mexico-earthquake_00000053_pre_disaster.json
2910,palu-tsunami,tsunami,2017-01-24 02:18:34,119.8635750682805,-0.8972318689625323,1,Unknown,pre,palu-tsunami_00000137_pre_disaster.json
2911,socal-fire,fire,2018-10-23 18:51:02,-118.8729239626886,34.11418993986121,1,Unknown,pre,socal-fire_00000257_pre_disaster.json
2912,hurricane-michael,wind,2017-11-29 16:28:19,-85.64703498352621,30.16162935544323,1,Unknown,pre,hurricane-michael_00000220_pre_disaster.json
2913,midwest-flooding,flooding,2019-05-31 16:54:31,-92.322356323931,34.74138663322049,1,no-damage,post,midwest-flooding_00000059_post_disaster.json
2914,midwest-flooding,flooding,2019-01-26 17:16:23,-96.3782127354714,36.11514787438723,1,Unknown,pre,midwest-flooding_00000392_pre_disaster.json
2915,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001142_post_disaster.json
2916,socal-fire,fire,2018-11-14 18:42:58,-118.7676469160308,34.03565195546422,10,destroyed,post,socal-fire_00000912_post_disaster.json
2917,socal-fire,fire,2018-10-23 18:51:02,-118.7547692903147,34.10226224802756,1,Unknown,pre,socal-fire_00000817_pre_disaster.json
2918,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.6767763684215,29.71369378487888,2,minor-damage,post,hurricane-harvey_00000160_post_disaster.json
2919,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000388_post_disaster.json
2920,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000994_pre_disaster.json
2921,hurricane-michael,wind,2017-11-29 16:28:19,-85.64605398218308,30.17212964661694,1,Unknown,pre,hurricane-michael_00000287_pre_disaster.json
2922,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.62492389049065,29.85694119712487,1,Unknown,pre,hurricane-harvey_00000473_pre_disaster.json
2923,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6807314438172,38.46324896147268,1,no-damage,post,santa-rosa-wildfire_00000309_post_disaster.json
2924,midwest-flooding,flooding,2019-01-26 17:16:23,-96.3533099426166,36.26506401773135,1,Unknown,pre,midwest-flooding_00000167_pre_disaster.json
2925,palu-tsunami,tsunami,2017-01-24 02:18:34,119.8414384566441,-0.8885010898803938,1,Unknown,pre,palu-tsunami_00000067_pre_disaster.json
2926,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001101_post_disaster.json
2927,socal-fire,fire,2018-11-14 18:42:58,-118.7579247696228,34.15661432582225,1,no-damage,post,socal-fire_00001072_post_disaster.json
2928,hurricane-michael,wind,2018-10-13 16:48:15,-85.63743361746536,30.1572294646238,71,destroyed,post,hurricane-michael_00000236_post_disaster.json
2929,guatemala-volcano,volcano,2018-06-22 16:55:40,-90.85868227168609,14.38544808820317,1,no-damage,post,guatemala-volcano_00000015_post_disaster.json
2930,hurricane-matthew,wind,2016-10-09 15:32:03,-73.74005351467757,18.20941865010637,5,destroyed,post,hurricane-matthew_00000001_post_disaster.json
2931,santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7243031171236,38.53169335391719,1,Unknown,pre,santa-rosa-wildfire_00000069_pre_disaster.json
2932,hurricane-florence,flooding,2018-04-06 15:49:36,-77.9151357004086,34.77636019434993,1,Unknown,pre,hurricane-florence_00000485_pre_disaster.json
2933,hurricane-florence,flooding,2018-04-06 15:49:36,-77.93427184282974,34.73972631418793,1,Unknown,pre,hurricane-florence_00000490_pre_disaster.json
2934,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6736801787846,38.55504725799289,22,destroyed,post,santa-rosa-wildfire_00000191_post_disaster.json
2935,socal-fire,fire,2018-11-14 18:42:58,-118.8478897922763,34.1313235926692,1,no-damage,post,socal-fire_00000156_post_disaster.json
2936,socal-fire,fire,2018-10-23 18:50:43,-118.7179420461137,34.09635583136782,1,Unknown,pre,socal-fire_00001367_pre_disaster.json
2937,hurricane-harvey,flooding,2017-02-16 17:11:21,-95.35415814661178,30.03679179396647,1,Unknown,pre,hurricane-harvey_00000077_pre_disaster.json
2938,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7014616019372,38.41159430338939,1,no-damage,post,santa-rosa-wildfire_00000185_post_disaster.json
2939,socal-fire,fire,2018-11-14 18:42:58,-118.7884123269719,34.14596545921344,1,no-damage,post,socal-fire_00000739_post_disaster.json
2940,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7194873527741,38.54280049085953,23,destroyed,post,santa-rosa-wildfire_00000146_post_disaster.json
2941,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000547_post_disaster.json
2942,santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.721473332987,38.53510016722309,1,Unknown,pre,santa-rosa-wildfire_00000004_pre_disaster.json
2943,hurricane-matthew,wind,2016-10-10 16:04:56,-74.11164107552462,18.55173530018072,9,destroyed,post,hurricane-matthew_00000276_post_disaster.json
2944,hurricane-michael,wind,2018-10-13 16:48:15,-85.67515904811644,30.19145487887258,66,destroyed,post,hurricane-michael_00000421_post_disaster.json
2945,socal-fire,fire,2018-10-23 18:51:02,-118.8050739760611,34.14246444773416,1,Unknown,pre,socal-fire_00000507_pre_disaster.json
2946,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6854726874792,38.49730488421216,4,destroyed,post,santa-rosa-wildfire_00000331_post_disaster.json
2947,midwest-flooding,flooding,2019-01-26 17:17:36,-92.33756988567323,34.7586299771791,1,Unknown,pre,midwest-flooding_00000022_pre_disaster.json
2948,hurricane-florence,flooding,2018-09-20 16:04:41,-77.9469604624145,34.54475897904013,1,un-classified,post,hurricane-florence_00000057_post_disaster.json
2949,socal-fire,fire,2018-10-23 18:51:02,-118.8653372723708,34.03903536538901,1,Unknown,pre,socal-fire_00000480_pre_disaster.json
2950,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001338_post_disaster.json
2951,hurricane-florence,flooding,2018-09-20 16:04:41,-77.9449900204807,34.67918474861035,1,un-classified,post,hurricane-florence_00000224_post_disaster.json
2952,midwest-flooding,flooding,2019-01-26 17:16:23,-96.3058538783665,36.08662441218691,1,Unknown,pre,midwest-flooding_00000374_pre_disaster.json
2953,hurricane-florence,flooding,2018-04-06 15:49:36,-77.8742051351755,34.5932909132869,1,Unknown,pre,hurricane-florence_00000018_pre_disaster.json
2954,socal-fire,fire,2018-10-23 18:51:02,-118.799046607215,34.14338972631407,1,Unknown,pre,socal-fire_00000515_pre_disaster.json
2955,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000905_post_disaster.json
2956,socal-fire,fire,2018-11-14 18:42:58,-118.75019648846,34.12718909076606,1,no-damage,post,socal-fire_00000549_post_disaster.json
2957,hurricane-florence,flooding,2018-09-20 16:04:41,-77.99749733760278,34.63317551815462,1,no-damage,post,hurricane-florence_00000338_post_disaster.json
2958,palu-tsunami,tsunami,2017-01-24 02:18:34,119.8664000868196,-0.7840033113896899,1,Unknown,pre,palu-tsunami_00000043_pre_disaster.json
2959,midwest-flooding,flooding,2019-05-30 17:35:04,-96.28157037255833,36.15199848791813,11,major-damage,post,midwest-flooding_00000353_post_disaster.json
2960,hurricane-michael,wind,2017-11-29 16:28:19,-85.66723134298482,30.17179098140883,1,Unknown,pre,hurricane-michael_00000272_pre_disaster.json
2961,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7811811789118,38.53892651419428,11,major-damage,post,santa-rosa-wildfire_00000168_post_disaster.json
2962,socal-fire,fire,2018-11-14 18:42:58,-118.7513753320277,34.15643672622972,1,no-damage,post,socal-fire_00001093_post_disaster.json
2963,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7208988628363,38.49232008893944,44,destroyed,post,santa-rosa-wildfire_00000027_post_disaster.json
2964,hurricane-florence,flooding,2018-09-20 16:04:41,-77.97632884833524,34.80090915693604,1,no-damage,post,hurricane-florence_00000345_post_disaster.json
2965,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000330_pre_disaster.json
2966,hurricane-matthew,wind,2016-10-01 15:29:45,-73.79732513039544,18.21027389026157,14,minor-damage,post,hurricane-matthew_00000052_post_disaster.json
2967,mexico-earthquake,earthquake,2017-01-04 17:31:25,-99.22388156142675,19.30989829919998,1,Unknown,pre,mexico-earthquake_00000064_pre_disaster.json
2968,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.62252266940969,29.53744053665587,5,major-damage,post,hurricane-harvey_00000327_post_disaster.json
2969,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000327_pre_disaster.json
2970,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.55951302641414,29.49094593852277,1,Unknown,pre,hurricane-harvey_00000291_pre_disaster.json
2971,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.62583939238903,29.77985457985063,7,major-damage,post,hurricane-harvey_00000165_post_disaster.json
2972,hurricane-florence,flooding,2018-04-06 15:49:36,-77.95093122265155,34.66193227423243,1,Unknown,pre,hurricane-florence_00000302_pre_disaster.json
2973,midwest-flooding,flooding,2019-01-26 17:16:23,-96.34335949937804,36.26490287157954,1,Unknown,pre,midwest-flooding_00000172_pre_disaster.json
2974,palu-tsunami,tsunami,2018-10-01 02:26:02,119.8811711670342,-0.8508903654159771,109,destroyed,post,palu-tsunami_00000073_post_disaster.json
2975,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7198878255121,38.50671576171353,74,destroyed,post,santa-rosa-wildfire_00000135_post_disaster.json
2976,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.62090128600451,29.76867340401372,1,Unknown,pre,hurricane-harvey_00000462_pre_disaster.json
2977,palu-tsunami,tsunami,2018-10-01 02:26:02,119.9056891096688,-0.9345164768899513,307,destroyed,post,palu-tsunami_00000161_post_disaster.json
2978,palu-tsunami,tsunami,2018-10-01 02:26:02,119.9013189413696,-0.9388351772589977,676,destroyed,post,palu-tsunami_00000178_post_disaster.json
2979,midwest-flooding,flooding,2019-05-30 17:35:04,-96.37548356891591,36.09081227445213,1,no-damage,post,midwest-flooding_00000422_post_disaster.json
2980,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6587215554556,38.44711719289784,1,no-damage,post,santa-rosa-wildfire_00000302_post_disaster.json
2981,socal-fire,fire,2018-10-23 18:51:21,,,1,Unknown,pre,socal-fire_00000850_pre_disaster.json
2982,socal-fire,fire,2018-11-14 18:42:58,-118.8712557181736,34.05626262969523,43,destroyed,post,socal-fire_00000516_post_disaster.json
2983,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001232_post_disaster.json
2984,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.61202523156982,29.51431360366782,13,major-damage,post,hurricane-harvey_00000261_post_disaster.json
2985,hurricane-matthew,wind,2016-10-10 16:04:56,-74.10035466204101,18.56587208631703,21,destroyed,post,hurricane-matthew_00000226_post_disaster.json
2986,socal-fire,fire,2018-10-23 18:51:02,-118.8044685345016,34.13192443896934,1,Unknown,pre,socal-fire_00000923_pre_disaster.json
2987,socal-fire,fire,2018-10-23 18:51:21,,,1,Unknown,pre,socal-fire_00000079_pre_disaster.json
2988,midwest-flooding,flooding,2019-01-26 17:16:23,-96.33872260996766,36.09339475745316,1,Unknown,pre,midwest-flooding_00000429_pre_disaster.json
2989,santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7771202747814,38.4390130706205,1,Unknown,pre,santa-rosa-wildfire_00000231_pre_disaster.json
2990,santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.746999023013,38.5014670866402,1,Unknown,pre,santa-rosa-wildfire_00000189_pre_disaster.json
2991,midwest-flooding,flooding,2019-05-30 17:35:04,-96.30766593415282,36.11757636902836,1,no-damage,post,midwest-flooding_00000378_post_disaster.json
2992,mexico-earthquake,earthquake,2017-01-04 17:31:25,-99.22852461101051,19.31800008594794,1,Unknown,pre,mexico-earthquake_00000003_pre_disaster.json
2993,midwest-flooding,flooding,2019-05-30 17:35:04,-96.34713175260806,36.23939280837057,2,minor-damage,post,midwest-flooding_00000157_post_disaster.json
2994,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.62598900890666,29.96422643614749,1,Unknown,pre,hurricane-harvey_00000238_pre_disaster.json
2995,midwest-flooding,flooding,2019-01-26 17:16:23,-96.27730808343924,36.3684961647036,1,Unknown,pre,midwest-flooding_00000085_pre_disaster.json
2996,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000774_pre_disaster.json
2997,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000998_pre_disaster.json
2998,socal-fire,fire,2018-10-23 18:51:02,-118.7501593284984,34.16369573077239,1,Unknown,pre,socal-fire_00000495_pre_disaster.json
2999,hurricane-florence,flooding,2018-04-06 15:49:36,-78.00418606978224,34.63283449628477,1,Unknown,pre,hurricane-florence_00000333_pre_disaster.json
3000,socal-fire,fire,2018-11-14 18:42:58,-118.9233832021336,34.08014451166314,16,destroyed,post,socal-fire_00000607_post_disaster.json
3001,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7203713209776,38.49639274837428,16,destroyed,post,santa-rosa-wildfire_00000094_post_disaster.json
3002,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000635_post_disaster.json
3003,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.61728223746596,29.5160753630601,1,Unknown,pre,hurricane-harvey_00000257_pre_disaster.json
