disaster,disaster_type,date,lgt,lat,severity,highest_severity,moment,file
midwest-flooding,flooding,2019-05-30 17:35:22,-96.23232960836596,36.2300756809507,7,major-damage,post,midwest-flooding_00000234_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.62625635838727,29.77941655600196,331,major-damage,post,hurricane-harvey_00000168_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001115_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.64794403823859,30.15365776957721,75,major-damage,post,hurricane-michael_00000292_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000386_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.23232261299697,36.23019318486016,1,Unknown,pre,midwest-flooding_00000234_pre_disaster.json
mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.1718320591575,19.36565158893294,1,no-damage,post,mexico-earthquake_00000136_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001055_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.8050739760611,34.14246444773416,1,Unknown,pre,socal-fire_00000507_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.99256252682044,34.75227728898292,1,no-damage,post,hurricane-florence_00000397_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.54087466084258,29.74529728783453,196,major-damage,post,hurricane-harvey_00000438_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.8544081262189,34.09787001610859,4,destroyed,post,socal-fire_00000433_post_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7355997470031,38.49258032346432,25,destroyed,post,santa-rosa-wildfire_00000018_post_disaster.json
socal-fire,fire,2018-10-23 18:51:21,,,1,Unknown,pre,socal-fire_00000224_pre_disaster.json
hurricane-michael,wind,2017-10-05 16:51:27,-85.6802037345584,30.22583104537114,1,Unknown,pre,hurricane-michael_00000415_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.88794342721386,34.5586908535177,1,Unknown,pre,hurricane-florence_00000048_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000944_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.66514870747551,30.28771815406432,2,minor-damage,post,hurricane-michael_00000371_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.65670685973377,29.95858369140649,7,destroyed,post,hurricane-harvey_00000285_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.61202523156982,29.51431360366782,13,major-damage,post,hurricane-harvey_00000261_post_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.772883903612,38.51748008173466,1,no-damage,post,santa-rosa-wildfire_00000090_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000807_post_disaster.json
santa-rosa-wildfire,fire,2017-05-21 19:19:19,-122.6729154837288,38.50297885627491,1,Unknown,pre,santa-rosa-wildfire_00000353_pre_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7488587113241,38.49734313993839,224,destroyed,post,santa-rosa-wildfire_00000007_post_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.34408069141398,36.1136644267628,1,Unknown,pre,midwest-flooding_00000406_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.22052633913904,36.18108018786373,1,Unknown,pre,midwest-flooding_00000343_pre_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:22,-96.21053745753848,36.17465902239451,2,minor-damage,post,midwest-flooding_00000359_post_disaster.json
palu-tsunami,tsunami,2018-10-01 02:26:02,119.8848159370216,-0.8555638715642013,1,no-damage,post,palu-tsunami_00000177_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.55762119679468,29.50266657106742,12,destroyed,post,hurricane-harvey_00000222_post_disaster.json
guatemala-volcano,volcano,2018-02-05 17:10:18,-90.8154467949004,14.39086318334907,1,Unknown,pre,guatemala-volcano_00000000_pre_disaster.json
palu-tsunami,tsunami,2018-10-01 02:26:02,119.8603230410262,-0.888347146432615,7,destroyed,post,palu-tsunami_00000087_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.7968474832393,34.03507960374712,17,destroyed,post,socal-fire_00001323_post_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:22,,,1,Unknown,post,midwest-flooding_00000093_post_disaster.json
mexico-earthquake,earthquake,2017-01-04 17:31:25,-99.15304207244714,19.26514528836461,1,Unknown,pre,mexico-earthquake_00000125_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.96489699218502,34.68321328044904,7,destroyed,post,hurricane-florence_00000282_post_disaster.json
mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.1483525212411,19.29739467658116,8,destroyed,post,mexico-earthquake_00000059_post_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.3346872780094,36.17258805568095,1,Unknown,pre,midwest-flooding_00000270_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.8298616559218,34.02161899162315,1,Unknown,pre,socal-fire_00000653_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.7631169288939,34.15187624470072,1,Unknown,pre,socal-fire_00000608_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000760_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.57693243129899,29.75972854991919,319,destroyed,post,hurricane-harvey_00000358_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.8142056015672,34.09070816171403,1,Unknown,pre,socal-fire_00001104_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.94074442527523,34.63631158145905,1,Unknown,pre,hurricane-florence_00000285_pre_disaster.json
palu-tsunami,tsunami,2017-01-24 02:18:34,119.8546796382846,-0.7040534012911106,1,Unknown,pre,palu-tsunami_00000005_pre_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.63065149230444,29.77476265108933,155,major-damage,post,hurricane-harvey_00000205_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000845_post_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.87937753799531,34.59439786539845,1,Unknown,pre,hurricane-florence_00000181_pre_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.61224062100762,29.52015612739657,1,Unknown,pre,hurricane-harvey_00000196_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.20988938920263,36.36754464786725,1,Unknown,pre,midwest-flooding_00000114_pre_disaster.json
socal-fire,fire,2018-10-23 18:50:43,,,1,Unknown,pre,socal-fire_00001208_pre_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.64605398218247,30.17212964661674,84,major-damage,post,hurricane-michael_00000287_post_disaster.json
palu-tsunami,tsunami,2017-01-24 02:18:34,119.8636088221334,-0.7601494821222141,1,Unknown,pre,palu-tsunami_00000011_pre_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.66902392788384,30.20076077749091,1,Unknown,pre,hurricane-michael_00000119_pre_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.28914677877448,35.96282373177301,1,no-damage,post,midwest-flooding_00000427_post_disaster.json
socal-fire,fire,2018-10-23 18:50:43,,,1,Unknown,pre,socal-fire_00001195_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.92895964616703,34.74218897924917,1,Unknown,pre,hurricane-florence_00000492_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.92687526360888,34.6001524596724,1,Unknown,pre,hurricane-florence_00000118_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.8132841457269,34.13895353622869,1,Unknown,pre,socal-fire_00000675_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.34766744837947,36.11159244093422,1,Unknown,pre,midwest-flooding_00000405_pre_disaster.json
palu-tsunami,tsunami,2017-01-24 02:18:34,119.8819238033671,-0.841378704242658,1,Unknown,pre,palu-tsunami_00000056_pre_disaster.json
santa-rosa-wildfire,fire,2017-05-21 19:19:19,-122.6742858131671,38.49289742965342,1,Unknown,pre,santa-rosa-wildfire_00000296_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.8091054435909,34.03055267847289,1,Unknown,pre,socal-fire_00001035_pre_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.67744509418505,29.81885269177399,27,major-damage,post,hurricane-harvey_00000107_post_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.58172952383892,29.75694982650824,1,Unknown,pre,hurricane-harvey_00000429_pre_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.29391043984289,35.92551766800095,1,no-damage,post,midwest-flooding_00000231_post_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.64170866946122,30.29634305992463,1,Unknown,pre,hurricane-michael_00000319_pre_disaster.json
hurricane-matthew,wind,2016-10-11 15:59:14,-74.12802102701177,18.65354338833837,3,minor-damage,post,hurricane-matthew_00000284_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000060_pre_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,,,1,Unknown,post,hurricane-harvey_00000330_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000349_pre_disaster.json
mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.18640450355477,19.28028826066033,1,no-damage,post,mexico-earthquake_00000047_post_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.91033479767438,34.80242711379221,14,major-damage,post,hurricane-florence_00000390_post_disaster.json
hurricane-matthew,wind,2016-10-01 15:29:45,-73.78489485588061,18.21879814821882,1,no-damage,post,hurricane-matthew_00000053_post_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.2124999551873,36.35194821297325,1,Unknown,pre,midwest-flooding_00000108_pre_disaster.json
guatemala-volcano,volcano,2018-06-22 16:55:40,-90.82564917942668,14.40494591957463,3,minor-damage,post,guatemala-volcano_00000018_post_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.3416741500359,36.26747310633721,1,Unknown,pre,midwest-flooding_00000130_pre_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.65234161812026,30.24131280711252,19,destroyed,post,hurricane-michael_00000424_post_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.91632607044494,34.65092351580267,1,Unknown,pre,hurricane-florence_00000303_pre_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.66987860138121,29.58529460955548,1,no-damage,post,hurricane-harvey_00000056_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000978_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.8995544335797,34.65293000614339,7,major-damage,post,hurricane-florence_00000210_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.807707260447,34.02907008413764,46,destroyed,post,socal-fire_00001268_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.62364639274055,30.22162497587034,18,minor-damage,post,hurricane-michael_00000228_post_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7661378023205,38.44134120234438,1,Unknown,pre,santa-rosa-wildfire_00000244_pre_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.64275060793663,29.52791601420591,7,major-damage,post,hurricane-harvey_00000045_post_disaster.json
palu-tsunami,tsunami,2017-01-24 02:18:34,119.8454047320538,-0.901963267509697,1,Unknown,pre,palu-tsunami_00000125_pre_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.37735942101882,36.24582651309838,3,minor-damage,post,midwest-flooding_00000150_post_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.61762610302331,30.23656282501667,1,Unknown,pre,hurricane-michael_00000386_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.7397950858335,34.14264519477389,1,no-damage,post,socal-fire_00001368_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.7722674139405,34.04733080010642,1,no-damage,post,socal-fire_00000947_post_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6899031139117,38.48807739401169,139,destroyed,post,santa-rosa-wildfire_00000344_post_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.98796363976287,34.73838020721036,1,Unknown,pre,hurricane-florence_00000346_pre_disaster.json
hurricane-matthew,wind,2013-06-09 15:51:17,-74.13673333862329,18.6490900142007,1,Unknown,pre,hurricane-matthew_00000347_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.24376759680146,36.26541531683756,1,Unknown,pre,midwest-flooding_00000125_pre_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.6288599866984,30.28492913092282,1,Unknown,pre,hurricane-michael_00000338_pre_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.6288737207061,30.23387717287583,1,Unknown,pre,hurricane-michael_00000100_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000451_post_disaster.json
hurricane-matthew,wind,2016-10-01 15:29:45,-73.7438597407694,18.20618044127062,1,no-damage,post,hurricane-matthew_00000050_post_disaster.json
hurricane-michael,wind,2017-10-05 16:51:27,-85.78118699805707,30.16574784644279,1,Unknown,pre,hurricane-michael_00000512_pre_disaster.json
hurricane-matthew,wind,2016-10-01 15:29:45,-73.75319477772662,18.21866066583509,2,minor-damage,post,hurricane-matthew_00000083_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.7724067227072,34.04900345184574,13,destroyed,post,socal-fire_00001085_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.5752313032631,29.52928169876758,13,destroyed,post,hurricane-harvey_00000235_post_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.3613824439116,36.14471417157302,1,Unknown,pre,midwest-flooding_00000304_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.7534180897047,34.17456781230076,1,Unknown,pre,socal-fire_00000901_pre_disaster.json
hurricane-matthew,wind,2016-10-09 15:32:03,-73.77897718259825,18.18059928534306,1,no-damage,post,hurricane-matthew_00000069_post_disaster.json
hurricane-matthew,wind,2013-06-09 15:51:17,,,1,Unknown,pre,hurricane-matthew_00000242_pre_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.30766593415282,36.11757636902836,1,no-damage,post,midwest-flooding_00000378_post_disaster.json
mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.22391735003816,19.33270821533729,1,no-damage,post,mexico-earthquake_00000001_post_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.6983192006531,38.55506817331784,1,Unknown,pre,santa-rosa-wildfire_00000056_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.7415690416589,34.04872276662239,1,Unknown,pre,socal-fire_00001166_pre_disaster.json
hurricane-matthew,wind,2016-10-01 15:29:45,-73.78625441936293,18.20963711447508,26,destroyed,post,hurricane-matthew_00000062_post_disaster.json
santa-rosa-wildfire,fire,2017-05-21 19:19:19,-122.6690121500459,38.49587595478418,1,Unknown,pre,santa-rosa-wildfire_00000301_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.91250800222315,34.7252620458945,7,major-damage,post,hurricane-florence_00000493_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000196_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.7716036949863,34.04088207010842,1,Unknown,pre,socal-fire_00001186_pre_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.25819972597053,35.96874068149224,1,no-damage,post,midwest-flooding_00000386_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.8965135329633,34.05258199950426,1,Unknown,pre,socal-fire_00000301_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.86659873081378,34.5505313478218,1,Unknown,pre,hurricane-florence_00000151_pre_disaster.json
mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.22388627898594,19.30989483993627,1,no-damage,post,mexico-earthquake_00000064_post_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.2984313954966,35.94313484318263,1,no-damage,post,midwest-flooding_00000229_post_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.90943661262766,34.80951461749158,6,minor-damage,post,hurricane-florence_00000536_post_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.88502187095382,34.79176566206678,17,major-damage,post,hurricane-florence_00000464_post_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.25862058584973,36.21742871215264,1,Unknown,pre,midwest-flooding_00000237_pre_disaster.json
mexico-earthquake,earthquake,2017-01-04 17:31:25,-99.20029198923191,19.31786516816704,1,Unknown,pre,mexico-earthquake_00000033_pre_disaster.json
hurricane-matthew,wind,2013-06-09 15:51:17,-74.13577450837892,18.58417043097836,1,Unknown,pre,hurricane-matthew_00000164_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.8180503559564,34.03297732274225,57,destroyed,post,socal-fire_00001023_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.829725973209,34.1120257621633,1,Unknown,pre,socal-fire_00000191_pre_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7358637531072,38.47918444270888,9,destroyed,post,santa-rosa-wildfire_00000005_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.6258699704486,29.87036471644656,35,minor-damage,post,hurricane-harvey_00000151_post_disaster.json
mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.2048737689251,19.31804134324875,1,no-damage,post,mexico-earthquake_00000027_post_disaster.json
hurricane-matthew,wind,2013-01-05 16:02:21,-73.7941944130357,18.20992421781532,1,Unknown,pre,hurricane-matthew_00000056_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.8156857965045,34.11929761234106,1,Unknown,pre,socal-fire_00000594_pre_disaster.json
socal-fire,fire,2018-10-23 18:50:43,-118.7210512208081,34.11601785961097,1,Unknown,pre,socal-fire_00001292_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-78.01356609090551,34.80357366275207,1,no-damage,post,hurricane-florence_00000337_post_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7503186054404,38.49527638078934,69,destroyed,post,santa-rosa-wildfire_00000006_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000043_post_disaster.json
hurricane-matthew,wind,2013-06-09 15:50:52,-73.5498400229614,18.2686209885524,1,Unknown,pre,hurricane-matthew_00000301_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.93870359701722,34.6739299816388,1,no-damage,post,hurricane-florence_00000278_post_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7196069690183,38.5047204510001,1,Unknown,pre,santa-rosa-wildfire_00000223_pre_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7355997470031,38.49258032346432,1,Unknown,pre,santa-rosa-wildfire_00000018_pre_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6985975287612,38.45061999723751,1,no-damage,post,santa-rosa-wildfire_00000132_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.70273082087554,30.18545988866766,69,destroyed,post,hurricane-michael_00000515_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001102_post_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.57273901222453,29.47040112406211,1,Unknown,pre,hurricane-harvey_00000337_pre_disaster.json
mexico-earthquake,earthquake,2017-01-04 17:31:25,-99.1482717166243,19.30465287952418,1,Unknown,pre,mexico-earthquake_00000142_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.8816418546734,34.08423094338052,1,Unknown,pre,socal-fire_00000488_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000569_post_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6962028494928,38.50666443745459,31,destroyed,post,santa-rosa-wildfire_00000158_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001308_post_disaster.json
hurricane-matthew,wind,2013-01-05 16:02:21,-73.78502115783313,18.21432505726733,1,Unknown,pre,hurricane-matthew_00000016_pre_disaster.json
hurricane-matthew,wind,2016-10-10 16:04:56,-74.12600434855064,18.57537753786942,81,destroyed,post,hurricane-matthew_00000174_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000876_pre_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.57179168867275,29.75758920077699,1,Unknown,pre,hurricane-harvey_00000361_pre_disaster.json
socal-fire,fire,2018-10-23 18:50:43,-118.723139240449,34.03626576810283,1,Unknown,pre,socal-fire_00001397_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,,,1,Unknown,post,hurricane-florence_00000542_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.8184873737891,34.10660900951117,1,Unknown,pre,socal-fire_00000810_pre_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7243031171236,38.53169335391719,1,Unknown,pre,santa-rosa-wildfire_00000069_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.98796707243139,34.73833790588063,1,no-damage,post,hurricane-florence_00000346_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000292_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.75527979770364,30.20177996154715,68,minor-damage,post,hurricane-michael_00000501_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.9377425245631,34.10525103987375,1,no-damage,post,socal-fire_00000061_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.6104451814944,30.09185739781264,7,major-damage,post,hurricane-michael_00000009_post_disaster.json
midwest-flooding,flooding,2019-01-26 17:17:36,-92.3433764585102,34.75445515869929,1,Unknown,pre,midwest-flooding_00000044_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:21,,,1,Unknown,pre,socal-fire_00000277_pre_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.37667072524553,36.13249897088873,1,no-damage,post,midwest-flooding_00000273_post_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.25560549981574,36.23467281227847,1,Unknown,pre,midwest-flooding_00000178_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000979_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000465_post_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.23917683404738,36.19688620895424,1,Unknown,pre,midwest-flooding_00000322_pre_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.7124683638522,30.1868092948352,29,major-damage,post,hurricane-michael_00000511_post_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7137493728806,38.50965874115126,97,destroyed,post,santa-rosa-wildfire_00000251_post_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.63260398030513,29.85865282660359,1,Unknown,pre,hurricane-harvey_00000145_pre_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.67494288878396,29.58316925244995,1,Unknown,pre,hurricane-harvey_00000073_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.94035128311607,34.71751633855141,1,Unknown,pre,hurricane-florence_00000431_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000008_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.68018776390957,30.18903891069935,142,destroyed,post,hurricane-michael_00000440_post_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.9430808235845,34.68685819804489,1,no-damage,post,hurricane-florence_00000244_post_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.92416368864237,34.56933972085196,2,minor-damage,post,hurricane-florence_00000079_post_disaster.json
socal-fire,fire,2018-10-23 18:51:21,,,1,Unknown,pre,socal-fire_00000619_pre_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7711637599542,38.54701406121075,1,no-damage,post,santa-rosa-wildfire_00000182_post_disaster.json
palu-tsunami,tsunami,2018-02-20 02:24:45,119.9152700678884,-0.9342673350568211,1,Unknown,pre,palu-tsunami_00000168_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.8555033726637,34.03552290846856,1,no-damage,post,socal-fire_00000286_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.65439674171284,30.25392808642088,15,major-damage,post,hurricane-michael_00000422_post_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.62961447656951,29.74860175806585,1,Unknown,pre,hurricane-harvey_00000220_pre_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.6977438369631,38.45062665160972,1,Unknown,pre,santa-rosa-wildfire_00000243_pre_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7198878255121,38.50671576171353,74,destroyed,post,santa-rosa-wildfire_00000135_post_disaster.json
palu-tsunami,tsunami,2017-07-12 02:27:03,119.8848157291225,-0.8555685669150999,1,Unknown,pre,palu-tsunami_00000177_pre_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.53297947611975,29.74667727492405,297,destroyed,post,hurricane-harvey_00000484_post_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.94774878588021,34.57367880810812,1,un-classified,post,hurricane-florence_00000164_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000766_post_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6587215554556,38.44711719289784,1,no-damage,post,santa-rosa-wildfire_00000302_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001216_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.7725262606262,34.11555256869556,1,no-damage,post,socal-fire_00000928_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.8557346262087,34.08963788839198,25,destroyed,post,socal-fire_00000346_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000529_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.98856622805795,34.71647367527613,23,major-damage,post,hurricane-florence_00000259_post_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6807314438172,38.46324896147268,1,no-damage,post,santa-rosa-wildfire_00000309_post_disaster.json
hurricane-matthew,wind,2016-10-01 15:29:45,-73.79419441303588,18.20992421781529,8,destroyed,post,hurricane-matthew_00000056_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.6062948893732,29.74776557593288,1,no-damage,post,hurricane-harvey_00000389_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.62836496452194,30.22153159494267,39,destroyed,post,hurricane-michael_00000219_post_disaster.json
socal-fire,fire,2018-10-23 18:50:43,,,1,Unknown,pre,socal-fire_00001379_pre_disaster.json
